Identifiant;Statut;Motif du refus;Domaine;Activité;Commune;Rue;Type d'ouvrage;Code ouvrage;Num. DI;Ordre de travail;Programme;Créé le;Entreprise;Date Intervention;Intervenant;Observation;Durée Intervention;obs_clean;remplacement_fusible;remplacement_ampoule;remplacement_driver;remplacement_boite_derivation;remplacement_driver_et_connexions;pose_lanterne_provisoire;separation_phases_cablage;plateau_led_hs;reenclenchement_disjoncteur;reprise_raccordement;refection_connexions;resume_ia
44909213;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;LA VOIE ROMAINE;Luminaire;K1120_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909211;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K773_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909209;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DES QUATRE LE JEUNE;Luminaire;K1048_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909207;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DES QUATRE LE JEUNE;Luminaire;K1047_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909205;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DES QUATRE LE JEUNE;Luminaire;K1046_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909203;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DES QUATRE LE JEUNE;Luminaire;K1045_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909201;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1037_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909199;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1039_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909197;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1041_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909195;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1040_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909193;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1038_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909191;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DES QUATRE LE JEUNE;Luminaire;K1044_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909189;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DES QUATRE LE JEUNE;Luminaire;K1043_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909187;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1033_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909185;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1035_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909183;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1036_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909181;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROND POINT DES QUATRE LE JEUNE;Luminaire;K1034_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909179;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1032_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909177;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1031_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909175;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1030_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909173;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1029_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909171;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE GOURVILY;Luminaire;K1028_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909169;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1087_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909167;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ANNE ROBERT JACQUES TURGOT;Luminaire;K1074_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909165;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ANNE ROBERT JACQUES TURGOT;Luminaire;K1073_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909163;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ANNE ROBERT JACQUES TURGOT;Luminaire;K1072_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909161;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ANNE ROBERT JACQUES TURGOT;Luminaire;K1071_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909159;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1098_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909157;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ANNE ROBERT JACQUES TURGOT;Luminaire;K1070_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909155;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MARECHAL JOFFRE;Luminaire;K1104_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909153;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MARECHAL JOFFRE;Luminaire;K1103_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909151;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MARECHAL JOFFRE;Luminaire;K1102_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909149;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1088_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909147;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1086_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909145;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1085_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909143;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1090_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909141;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1081_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909139;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1082_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909137;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU FINISTERE;Luminaire;K1083_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909135;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PLACE CHARLES DE GAULLE;Luminaire;k646_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909133;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MONSEIGNEUR DU MARHALLAC'H;Luminaire;K1422_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909131;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMMANUEL POULIQUEN;Luminaire;K614_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909129;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMMANUEL POULIQUEN;Luminaire;K613_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909127;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE FILIGER;Luminaire;K451_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909125;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K475_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909123;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CELESTIN FREINET;Luminaire;K618_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909121;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMMANUEL POULIQUEN;Luminaire;K616_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909119;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMMANUEL POULIQUEN;Luminaire;K615_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909117;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CELESTIN FREINET;Luminaire;K617_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909115;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE LEURGUERIC;Luminaire;K612_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909113;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE LEURGUERIC;Luminaire;K611_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909111;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE MISSILIEN;Luminaire;K650_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909109;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE MISSILIEN;Luminaire;K651_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909107;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K1377_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909105;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K1378_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909103;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K855_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909101;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K854_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909099;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE MISSILIEN;Luminaire;K2109;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909097;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VIRGINIE HERIOT;Luminaire;K884_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909095;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VIRGINIE HERIOT;Luminaire;K883_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909093;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K822_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909091;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE HECTOR BERLIOZ;Luminaire;K776_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909089;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K758_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909087;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MAURICE RAVEL;Luminaire;K774_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909085;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K756_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909083;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K771_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909081;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K770_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909079;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K755_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909077;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K754_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909075;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K769_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909073;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE HECTOR BERLIOZ;Luminaire;K775_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909071;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K768_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909069;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K767_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909067;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K753_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909065;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K751_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909063;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K1788_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909061;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VINCENT D'INDY;Luminaire;K1786_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909059;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K1579_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909057;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K772_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909055;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K846_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909053;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VINCENT D'INDY;Luminaire;K853_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909051;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE PEN AR RUN;Luminaire;K852_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909049;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VINCENT D'INDY;Luminaire;K851_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909047;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VINCENT D'INDY;Luminaire;K847_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909045;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K848_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909043;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K849_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909041;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K850_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909039;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DES FRERES MAILLET;Luminaire;K757_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909037;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN RAMEAU;Luminaire;K821_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909035;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE PEN AR RUN;Luminaire;K1508_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909033;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CLAUDE DEBUSSY;Luminaire;K2045;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909031;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CLAUDE DEBUSSY;Luminaire;K2044;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909029;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K1789_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909027;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K870_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909025;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K869_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909023;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K868_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909021;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE CHARLES GOUNOD;Luminaire;K867_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909019;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE BREST;Luminaire;K858_2;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909017;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE GABRIEL FAURE;Luminaire;K1473_1;;477.0;;14/11/2025;CITEOS QUIMPER;2025-11-14;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
